ndvi_mean,ndvi_std,ndvi_min,ndvi_max,ndvi_q25,ndvi_q75,evi_mean,evi_std,evi_min,evi_max,evi_q25,evi_q75,savi_mean,savi_std,savi_min,savi_max,savi_q25,savi_q75,ndwi_mean,ndwi_std,ndwi_min,ndwi_max,ndwi_q25,ndwi_q75,ci_mean,ci_std,ci_min,ci_max,ci_q25,ci_q75,label,label_name,yield
0.7249080237694725,0.02467983561008608,0.6755483525493003,0.7742676949896447,0.7083725339107149,0.7414435136282301,0.5897922674352817,0.019743868488068864,0.550304530459144,0.6292800044114194,0.5765638755482756,0.6030206593222878,0.6317783398190714,0.022211852049077472,0.5873546357209164,0.6762020439172264,0.6168963989461895,0.6466602806919532,0.38521429192297485,0.02232334448672798,0.3405676029495189,0.4298609808964308,0.3702576511168671,0.4001709327290826,6.195981825434215,0.3598528437324806,5.476276137969254,6.915687512899176,5.954880420133453,6.437083230734977,0,Healthy,10.404460046972835
0.5562108866694068,0.02545474901621302,0.5053013886369807,0.6071203847018328,0.5391562048285441,0.5732655685102694,0.4782129734155676,0.020363799212970417,0.4374853749896268,0.5189405718415084,0.4645692279428774,0.4918567188882578,0.48333014464316265,0.02290927411459172,0.4375115964139792,0.5291486928723461,0.4679809309863862,0.4986793582999391,-0.3938246517112593,0.027336180394137353,-0.448497012499534,-0.3391522909229846,-0.41213989257533135,-0.37550941084718725,4.439819704323988,0.19127267288786132,4.057274358548266,4.822365050099711,4.311667013489122,4.567972395158855,1,Water Stress,5.811891079080595
0.4647917527963174,0.03099085529881075,0.4028100421986959,0.5267734633939389,0.4440278797461142,0.4855556258465206,0.33578278830225816,0.024792684239048603,0.28619741982416097,0.38536815678035535,0.3191716898620956,0.3523938867424207,0.40584125642879876,0.027891769768929677,0.3500577168909394,0.4616247959666581,0.3871537706836159,0.4245287421739816,0.08736874205941257,0.038242799368681434,0.010883143322049704,0.16385434079677544,0.061746066482396014,0.11299141763642913,1.4118528947223794,0.33555278841790415,0.7407473178865711,2.0829584715581877,1.1870325264823836,1.6366732629623753,2,Nitrogen Deficiency,5.499184455395899
0.4528468876827223,0.06390309557911678,0.32504069652448875,0.5806530788409558,0.4100318136447141,0.4956619617207305,0.3730319953363217,0.051122476463293424,0.27078704240973483,0.47527694826290856,0.3387799361059151,0.4072840545667283,0.3877936463356876,0.057512786021205096,0.2727680742932774,0.5028192183780977,0.34926007970148015,0.426327212969895,0.21848291377240847,0.05795542149013333,0.10257207079214181,0.33439375675267513,0.17965278137401913,0.2573130461707978,2.0929008254399957,0.3896896099223679,1.3135216055952599,2.8722800452847315,1.8318087867920092,2.3539928640879824,3,Disease,5.520993370291153
0.17483047845120672,0.03485530730333811,0.10511986384453051,0.24454109305788294,0.1514774225579702,0.19818353434444325,0.1338796321349255,0.027884245842670487,0.07811114044958453,0.1896481238202665,0.11519718742033629,0.15256207684951473,0.1346697246967728,0.0313697765730043,0.0719301715507642,0.1974092778427814,0.11365197439285991,0.1556874750006857,-0.45116394299680807,0.021375540844608736,-0.49391502468602555,-0.4084128613075906,-0.4654855553626959,-0.4368423306309202,0.7473864212097256,0.37279612062363465,0.0017941799624563437,1.492978662456995,0.4976130203918904,0.9971598220275608,4,Severe Stress,1.5693159595200372
0.7825044568707964,0.04908753883293676,0.6843293792049229,0.8806795345366699,0.7496158058527288,0.815393107888864,0.6306745934309651,0.03927003106634941,0.5521345312982663,0.7092146555636639,0.604363672616511,0.6569855142454192,0.6853452785152484,0.044178784949643085,0.5969877086159623,0.7737028484145345,0.6557454925989875,0.7149450644315093,0.19351332282682332,0.051005312934444574,0.09150269695793417,0.29552394869571247,0.15933976316074544,0.2276868824929012,5.560204063533432,0.38184968246925677,4.796504698594919,6.3239034284719455,5.30436477627903,5.816043350787835,0,Healthy,11.579309401710596
0.5396849968216628,0.029759909922897933,0.48016517697586697,0.5992048166674587,0.5197458571733212,0.5596241364700044,0.4013462836992448,0.023807927938318346,0.3537304278226081,0.4489621395758815,0.3853949719805715,0.4172975954179181,0.45843013447412884,0.02678391893060814,0.40486229661291256,0.5119979723353452,0.4404849087906214,0.47637536015763626,-0.12343772949306492,0.03554709158757928,-0.19453191266822348,-0.05234354631790636,-0.14725428085674303,-0.0996211781293868,2.676985004103839,0.1814047095321688,2.314175585039502,3.0397944231681766,2.555443848717286,2.7985261594903923,1,Water Stress,6.571843772879824
0.4535129990040384,0.022236519310393124,0.4090399603832522,0.49798603762482463,0.438614531066075,0.4684114669420018,0.32690282170070706,0.0177892154483145,0.29132439080407807,0.36248125259733605,0.31498404735033636,0.33882159605107776,0.426293517948877,0.020012867379353812,0.38626778319016936,0.4663192527075846,0.4128848968047099,0.43970213909304406,0.08428035290621423,0.05947547746402068,-0.03467060202182713,0.20323130783425558,0.04443178300532037,0.12412892280710809,1.3426960831582484,0.33167343078899725,0.6793492215802539,2.006042944736243,1.1204748845296202,1.5649172817868766,2,Nitrogen Deficiency,5.496789203835431
0.3511044234247205,0.06444267910404541,0.22221906521662965,0.4799897816328113,0.30792782842501004,0.3942810184244309,0.3037842555438751,0.051554143283236334,0.20067596897740245,0.40689254211034775,0.26924297954410675,0.3383255315436435,0.3322702018834052,0.057998411193640874,0.21627337949612346,0.448267024270687,0.2934112663836658,0.3711291373831446,0.2630922856909668,0.0343386291417709,0.194415027407425,0.33176954397450864,0.24008540416598032,0.2860991672159533,3.4137146876952342,0.13476071785753893,3.1441932519801563,3.683236123410312,3.323425006730683,3.5040043686597855,3,Disease,5.657758564688984
0.23219366282896042,0.041888185350141924,0.14841729212867658,0.31597003352924424,0.20412857864436534,0.2602587470135555,0.16685316243473458,0.03351054828011354,0.0998320658745075,0.23387425899496167,0.1444010950870585,0.18930522978241066,0.19848529586766922,0.037699366815127734,0.12308656223741375,0.2738840294979247,0.17322672010153364,0.2237438716338048,-0.3345509875736754,0.04550229885420852,-0.4255555852820925,-0.24354638986525837,-0.36503752780599513,-0.3040644473413557,0.25084668022881895,0.36616382277289805,0.0,0.983174325774615,0.005516918970977253,0.4961764414866606,4,Severe Stress,2.0388728353562886
